,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
97,2021-08-20 22:22:27,0.0,-1.2593276050729416e-09,1.3560534235475605e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2021-08-20 22:52:26,0.0,-1.3394796816158496e-09,1.1628053738532413e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2021-08-20 23:22:27,0.0,-1.2465867152404555e-09,1.2755879841025226e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,2021-08-20 23:52:26,0.0,-1.3048681592552828e-09,1.3134823031113545e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2021-08-21 00:52:26,0.0,-1.2999227452666118e-09,1.2380703580076232e-09,-8.69167504870691e-11,6.287270004776573e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2021-08-21 01:52:26,0.0,-1.2494363200608707e-09,1.2771807627782319e-09,-3.230744359952813e-10,2.935890717363064e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2021-08-21 02:52:26,0.0,-1.4378730052359685e-09,1.4253412098948424e-09,-6.373281145443377e-10,6.658104144792734e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,2021-08-21 03:52:26,0.0,-1.834781622057419e-09,1.7193420723473294e-09,-9.672248309716538e-10,1.0813740692831784e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,2021-08-21 04:52:26,0.0,-1.9474099016039495e-09,2.044192306214447e-09,-1.3772176489110374e-09,1.5334772674387273e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,2021-08-21 05:52:26,0.0,-2.178512661908681e-09,2.4326108183486645e-09,-1.9600692610468457e-09,2.0842588438891338e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,2021-08-21 06:52:26,0.0,-2.7114268846438848e-09,3.007159301825041e-09,-2.525421383909896e-09,2.671172906467533e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,2021-08-21 07:52:26,0.0,-3.4779482182358172e-09,3.486967242651987e-09,-3.114559580691013e-09,3.205296767148728e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,2021-08-21 08:52:26,0.0,-3.993397330279482e-09,4.13117387972215e-09,-3.84911650450512e-09,3.9665790375434845e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,2021-08-21 09:52:26,0.0,-4.4429359639551754e-09,5.2606344764000715e-09,-4.458780131025141e-09,4.689933273671324e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,2021-08-21 10:52:26,0.0,-5.3873483997605535e-09,5.697650996266753e-09,-5.221350315116799e-09,5.4654389027651355e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2021-08-21 11:52:26,0.0,-6.0429844026051895e-09,6.292978524611535e-09,-5.88627835417961e-09,6.271381019419127e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2021-08-21 12:52:26,0.0,-6.742276189699636e-09,6.93778721138438e-09,-6.689167019854316e-09,7.046313135572831e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,2021-08-21 13:52:26,0.0,-7.577134578012168e-09,7.891474071585436e-09,-7.491851455472102e-09,7.86488791216799e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,2021-08-21 14:52:26,0.0,-8.501437142807096e-09,8.753150073997284e-09,-8.290334806238448e-09,8.803601710640432e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,2021-08-21 15:52:26,0.0,-9.169519993447053e-09,9.806445531227895e-09,-9.006495008734018e-09,9.62153510502371e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,2021-08-21 16:52:26,0.0,-9.726624711999083e-09,1.074676247416005e-08,-9.882114893112614e-09,1.048976445112812e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2021-08-21 17:52:26,0.0,-1.0992641792953956e-08,1.1853066631705588e-08,-1.0925254327489664e-08,1.1347913051028073e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,2021-08-21 18:52:26,0.0,-1.2144630166088493e-08,1.2857569392176122e-08,-1.2004998330536934e-08,1.2442796034436864e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2021-08-21 19:52:26,0.0,-1.277389315507831e-08,1.3831065945001747e-08,-1.2972845022101187e-08,1.3617993709799615e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2021-08-21 20:52:26,0.0,-1.4269823671786444e-08,1.4525214374511903e-08,-1.3740892577321248e-08,1.4783217507212716e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,2021-08-21 21:52:26,0.0,-1.5157582249617815e-08,1.6195527738181276e-08,-1.4769098239622391e-08,1.57254763174393e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,2021-08-21 22:52:26,0.0,-1.5857313901283672e-08,1.6998325229205807e-08,-1.6203176401139017e-08,1.693457249064622e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,2021-08-21 23:52:26,0.0,-1.6657263144889955e-08,1.8316349968927026e-08,-1.7081869330616777e-08,1.8606996635361877e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,2021-08-22 00:52:26,0.0,-1.8449031105720748e-08,2.0092392277927033e-08,-1.8197850243929283e-08,1.9877817911722507e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2021-08-22 01:52:26,0.0,-1.924000907665353e-08,2.109237704846592e-08,-1.9066367282651736e-08,2.101617640411552e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,2021-08-22 02:52:26,0.0,-2.056909946956695e-08,2.21022464678609e-08,-2.0426493384509295e-08,2.2341781558283018e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,2021-08-22 03:52:26,0.0,-2.163851204962769e-08,2.3688136949622812e-08,-2.1492058652998137e-08,2.392168438280034e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,2021-08-22 04:52:26,0.0,-2.2571732539241628e-08,2.528071643305891e-08,-2.2920988392811926e-08,2.5260940792048827e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,2021-08-22 05:52:26,0.0,-2.4125958663361738e-08,2.6237698882590943e-08,-2.380917320138536e-08,2.6571357581231922e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2021-08-22 06:52:26,0.0,-2.504071045738874e-08,2.767995790943182e-08,-2.468430543263854e-08,2.7853453783843565e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,2021-08-22 07:52:26,0.0,-2.639216200390774e-08,2.967992120367152e-08,-2.6107043470605494e-08,2.929391994569812e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2021-08-22 08:52:26,0.0,-2.7915356708738434e-08,3.1149564166715795e-08,-2.718618571909113e-08,3.0873430088216846e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2021-08-22 09:52:26,0.0,-2.8434612783978132e-08,3.253252150635998e-08,-2.870224539753887e-08,3.251911036793595e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,2021-08-22 10:52:26,0.0,-2.949934263037429e-08,3.364220446037564e-08,-2.965554742900288e-08,3.351506588266379e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2021-08-22 11:52:26,0.0,-3.052439760079183e-08,3.516588637728247e-08,-3.052217837988462e-08,3.4768404006599856e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,2021-08-22 12:52:26,0.0,-3.2215877707919074e-08,3.672298315767247e-08,-3.192991492231802e-08,3.647105678407654e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,2021-08-22 13:52:26,0.0,-3.3325769015043834e-08,3.837916909998569e-08,-3.343238617291699e-08,3.8143798245197915e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,2021-08-22 14:52:26,0.0,-3.466565476665899e-08,3.954025483297249e-08,-3.44518884960539e-08,3.994273473611866e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2021-08-22 15:52:26,0.0,-3.621575738387252e-08,4.19543266574903e-08,-3.553522314675872e-08,4.136925672575069e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,2021-08-22 16:52:26,0.0,-3.727983533691541e-08,4.329330291559493e-08,-3.718021072815702e-08,4.322803568889281e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2021-08-22 17:52:26,0.0,-3.9332027178661195e-08,4.560356487776135e-08,-3.8496703958975497e-08,4.499479347425608e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,2021-08-22 18:52:26,0.0,-4.0160674088855166e-08,4.710198687787071e-08,-3.9999034151710566e-08,4.65717365316754e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2021-08-22 19:52:26,0.0,-4.173918245518495e-08,4.850617281469031e-08,-4.1843563506791966e-08,4.836769470594004e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2021-08-22 20:52:26,0.0,-4.3252020592106506e-08,5.0014001144301966e-08,-4.3648374078665804e-08,4.980498594263301e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2021-08-22 21:52:26,0.0,-4.465273675153309e-08,5.088726149557372e-08,-4.526473434434632e-08,5.169108427651901e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2021-08-22 22:52:26,0.0,-4.702772042010799e-08,5.2800447242969194e-08,-4.685857193158381e-08,5.3281750895094675e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,2021-08-22 23:52:26,0.0,-4.764687776271351e-08,5.4323564637818056e-08,-4.8111683563251144e-08,5.464697937983875e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2021-08-23 00:52:26,0.0,-4.9613744700768384e-08,5.6060346320767914e-08,-4.966320653096696e-08,5.607535614184244e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2021-08-23 01:52:26,0.0,-5.098231425003195e-08,5.768056877967098e-08,-5.0978633327474334e-08,5.7778493050238945e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2021-08-23 02:52:26,0.0,-5.298699374413163e-08,6.028857961920984e-08,-5.273075437138865e-08,5.967472475068172e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,2021-08-23 03:52:26,0.0,-5.466405897772009e-08,6.106465239861252e-08,-5.3838030664851134e-08,6.152654844444865e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,2021-08-23 04:52:26,0.0,-5.5179683148818835e-08,6.361806023501553e-08,-5.53095160342931e-08,6.340681152737438e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,2021-08-23 05:52:26,0.0,-5.6690549325423295e-08,6.546701756275662e-08,-5.696131946018511e-08,6.58355775351974e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,2021-08-23 06:52:26,0.0,-5.830300458226718e-08,6.807274580410007e-08,-5.769220461663531e-08,6.741134353111346e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,2021-08-23 07:52:26,0.0,-5.988656513703369e-08,6.964043880375684e-08,-5.947497380211625e-08,6.947876136683602e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2021-08-23 08:52:26,0.0,-6.14989386100131e-08,7.131512696592038e-08,-6.155899719460314e-08,7.152918425609778e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,2021-08-23 09:52:26,0.0,-6.33011986476157e-08,7.326281537038146e-08,-6.351904942425005e-08,7.366603955927704e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,2021-08-23 10:52:26,0.0,-6.529977799466569e-08,7.556102924362282e-08,-6.57200747710737e-08,7.559573797891327e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,2021-08-23 11:52:26,0.0,-6.721209768192309e-08,7.695360644560094e-08,-6.704716823079315e-08,7.752520497494094e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2021-08-23 12:52:26,0.0,-6.87983927069345e-08,8.015993816027058e-08,-6.864181675649232e-08,7.989216488979015e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2021-08-23 13:52:26,0.0,-7.03688813117036e-08,8.133038637741631e-08,-7.016298184804772e-08,8.13105251622038e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2021-08-23 14:52:26,0.0,-7.141853046109411e-08,8.290695629505942e-08,-7.185537539532906e-08,8.362082505019653e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,2021-08-23 15:52:26,0.0,-7.360747587714246e-08,8.587714402854841e-08,-7.375166649610871e-08,8.597153744476662e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2021-08-23 16:52:26,0.0,-7.568654346762091e-08,8.852340114531695e-08,-7.557245443081674e-08,8.859775842471943e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,2021-08-23 17:52:26,0.0,-7.7325637924915e-08,8.979383959319205e-08,-7.705952700730405e-08,9.00659072864305e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2021-08-23 18:52:26,0.0,-7.870701281450324e-08,9.10989872645174e-08,-7.916486080581827e-08,9.060468824031879e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2021-08-23 19:52:26,0.0,-8.133941837816156e-08,9.304564943292211e-08,-8.053071901361936e-08,9.29530414053745e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,2021-08-23 20:52:26,0.0,-8.195260653171998e-08,9.380666480388463e-08,-8.272291604692633e-08,9.461833515002385e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2021-08-23 21:52:26,0.0,-8.421734317318362e-08,9.624886038623752e-08,-8.398057356619159e-08,9.645619007256784e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,2021-08-23 22:52:26,0.0,-8.64842449699475e-08,9.809285259611551e-08,-8.59913017460826e-08,9.866813973311077e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2021-08-23 23:52:26,0.0,-8.807682054761999e-08,1.0037808703586521e-07,-8.767122667229682e-08,1.0058764189785532e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
